player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Jeff Heuerman,9525,TE,12,DEN,0,9,9,,0,2,22.2
Andy Janovich,10810,FB,11,DEN,4,5,9,6.5,1,0,72.2
Isaiah Pead,7053,HB,2,MIA,8,1,9,1.5,3,0,50.0
Nick O'Leary,9627,TE,16,BUF,0,9,9,,0,2,22.2
Jordan Todman,6335,HB,5,IND,9,0,9,1.78,2,0,39.5
Ryan Grant,8777,WR,16,WAS,0,9,9,,0,1,11.1
Jacoby Brissett,10725,QB,3,NE,9,0,9,5.44,1,0,60.5
Maurice Harris,11035,WR,10,WAS,0,8,8,,0,0,0.0
Brittan Golden,7481,WR,9,ARZ,0,8,8,,0,0,0.0
Crockett Gillmore,8734,TE,7,BLT,0,8,8,,0,0,0.0
Khiry Robinson,8514,HB,1,NYJ,8,0,8,3.0,3,0,112.5
Anthony Fasano,2998,TE,16,TEN,0,8,8,,0,0,0.0
Johnny Holton,11354,WR,12,OAK,6,2,8,2.0,1,0,25.0
Jordan Cameron,6254,TE,3,MIA,0,8,8,,0,0,0.0
Cody Latimer,8691,WR,12,DEN,0,8,8,,0,1,12.5
Brandon Bostick,7605,TE,16,NYJ,0,8,8,,0,1,12.5
Mike James,7970,HB,3,TB,4,4,8,3.25,1,0,40.6
Juwan Thompson,8955,HB,5,DEN,8,0,8,6.25,0,0,0.0
Freddie Martino,9292,WR,13,TB,0,8,8,,0,1,12.5
D.J. Foster,11214,HB,2,NE,7,1,8,1.57,0,0,0.0
De'Marcus Ayers,10863,WR,2,PIT,2,6,8,-1.0,0,1,-12.5
Trevone Boykin,11279,QB,5,SEA,8,0,8,0.5,0,0,0.0
Roger Lewis Jr.,11246,WR,11,NYG,0,7,7,,0,0,0.0
Darrius Heyward-Bey,4930,WR,9,PIT,1,6,7,54.0,2,0,1542.9
Marcel Reece,4702,FB,4,SEA,2,5,7,0.5,0,1,7.1
Zach Line,8420,FB,15,MIN,7,0,7,1.29,0,0,0.0
Dominique Jones,6988,TE,9,MIA,0,7,7,,0,1,14.3
Patrick DiMarco,6997,FB,16,ATL,0,7,7,,0,0,0.0
George Atkinson,9187,HB,1,CLV,7,0,7,2.71,1,0,38.8
Brandon Myers,5126,TE,16,TB,0,7,7,,0,0,0.0
Aaron Burbridge,10847,WR,15,SF,0,7,7,,0,1,14.3
David Johnson,5165,TE,16,PIT,0,7,7,,0,0,0.0
Philip Rivers,1725,QB,16,SD,7,0,7,0.29,0,0,0.0
Cody Kessler,10727,QB,9,CLV,7,0,7,2.71,0,0,0.0
Matt Barkley,7880,QB,7,CHI,6,1,7,0.0,0,0,0.0
Rashard Higgins,10806,WR,15,CLV,0,6,6,,0,1,16.7
Alex Erickson,11107,WR,12,CIN,0,6,6,,0,1,16.7
Derek Watt,10832,FB,16,SD,2,4,6,1.0,0,1,16.7
Brian Hoyer,5277,QB,6,CHI,6,0,6,1.0,0,0,0.0
Landry Jones,7897,QB,8,PIT,6,0,6,0.0,0,0,0.0
Lee Smith,6311,TE,4,OAK,0,6,6,,0,0,0.0
Keenan Allen,7857,WR,1,SD,0,6,6,,0,0,0.0
E.J. Manuel,7797,QB,6,BUF,6,0,6,1.83,0,0,0.0
Nick Boyle,9604,TE,6,BLT,0,6,6,,0,0,0.0
Alan Cross,10931,TE,13,TB,0,6,6,,0,0,0.0
Malcolm Johnson,9628,FB,7,CLV,1,5,6,2.0,0,0,0.0
Cedric Peerman,5109,HB,2,CIN,6,0,6,2.17,0,0,0.0
Geoff Swaim,9679,TE,9,DAL,0,6,6,,0,0,0.0
Ryan Mallett,6226,QB,4,BLT,5,0,5,0.0,0,0,0.0
Kevin Hogan,10796,QB,4,CLV,5,0,5,4.2,2,0,168.0
Luke Stocker,6256,TE,12,TB,0,5,5,,0,0,0.0
T.J. Jones,8824,WR,3,DET,0,5,5,,0,0,0.0
Keith Smith,9302,FB,15,DAL,2,3,5,1.0,0,0,0.0
Jared Goff,10635,QB,7,LA,5,0,5,1.4,0,0,0.0
Taiwan Jones,6277,HB,7,OAK,1,4,5,-3.0,2,3,-300.0
Jay Prosch,8845,FB,15,HST,4,1,5,1.25,0,0,0.0
Bryce Treggs,11278,WR,9,PHI,2,3,5,1.0,0,0,0.0
Rashad Greene Sr.,9572,WR,6,JAX,0,5,5,,0,1,20.0
Arrelious Benn,5564,WR,13,JAX,0,5,5,,0,2,40.0
Nick Williams,8005,WR,2,ATL,0,5,5,,0,2,40.0
Gavin Escobar,7828,TE,14,DAL,0,4,4,,0,0,0.0
Justin Perillo,9248,TE,8,GB,0,4,4,,0,1,25.0
Phillip Supernaw,7324,TE,15,TEN,0,4,4,,0,2,50.0
Wendall Williams,11174,WR,2,HST,0,4,4,,0,0,0.0
Greg Salas,6264,WR,2,BUF,0,4,4,,0,0,0.0
Danny Vitale,10831,FB,9,CLV,0,4,4,,0,1,25.0
Nick Foles,7089,QB,3,KC,4,0,4,0.0,0,0,0.0
Blake Bell,9550,TE,12,SF,0,4,4,,0,0,0.0
Paxton Lynch,10660,QB,3,DEN,4,0,4,9.5,1,0,237.5
Tom Savage,8770,QB,3,HST,4,0,4,0.5,0,0,0.0
Tyler Ervin,10753,HB,5,HST,1,3,4,1.0,0,0,0.0
Scott Tolzien,6749,QB,3,IND,4,0,4,0.5,0,0,0.0
Jeremy Ross,6476,WR,3,ARZ,0,4,4,,0,0,0.0
Ben Braunecker,11335,TE,13,CHI,0,4,4,,0,0,0.0
Bradley Marquez,9914,WR,13,LA,1,3,4,1.0,0,1,25.0
Lorenzo Taliaferro,8773,HB,1,BLT,1,3,4,1.0,0,0,0.0
Quan Bray,9700,WR,4,IND,1,3,4,1.0,0,0,0.0
Anthony Sherman,6288,FB,15,KC,0,4,4,,0,0,0.0
Paul Lasike,9802,FB,10,CHI,3,1,4,1.0,0,0,0.0
Joique Bell,5797,HB,2,DET,3,1,4,1.0,0,0,0.0
Shaun Hill,1255,QB,3,MIN,4,0,4,0.25,1,0,6.3
Stepfan Taylor,7922,HB,4,ARZ,4,0,4,4.0,0,0,0.0
Markus Wheaton,7860,WR,3,PIT,0,4,4,,0,0,0.0
Drew Stanton,3659,QB,5,ARZ,3,0,3,0.0,0,0,0.0
Michael Campanaro,8852,WR,3,BLT,3,0,3,9.0,0,0,0.0
Jace Amaro,8684,TE,3,TEN,0,3,3,,0,0,0.0
Matt McGloin,8374,QB,3,OAK,3,0,3,0.0,0,0,0.0
Brandon Bolden,7469,HB,4,NE,1,2,3,4.0,0,1,133.3
Brett Hundley,9580,QB,4,GB,3,0,3,0.0,0,0,0.0
Shane Wynn,9780,WR,5,JAX,2,1,3,0.0,0,0,0.0
Terrence Magee,9864,HB,2,SEA,3,0,3,2.0,0,0,0.0
Stevan Ridley,6225,HB,1,ATL,3,0,3,2.0,1,0,66.7
James Develin,6142,FB,16,NE,0,3,3,,0,0,0.0
Logan Paulsen,5795,TE,16,CHI,0,3,3,,0,0,0.0
Ross Travis,10320,TE,6,KC,0,3,3,,0,0,0.0
Clay Harbor,5648,TE,12,DET,0,3,3,,0,0,0.0
Leonte Carroo,10720,WR,10,MIA,0,3,3,,0,0,0.0
Nick Vannett,10728,TE,9,SEA,0,3,3,,0,0,0.0
Percy Harvin,4945,WR,2,BUF,1,2,3,4.0,0,0,0.0
Mark Sanchez,4928,QB,2,DAL,3,0,3,0.0,0,0,0.0
Trevor Davis,10797,WR,9,GB,0,3,3,,0,0,0.0
Mike Thomas,10840,WR,14,LA,0,3,3,,0,1,33.3
Josh McCown,1085,QB,5,CLV,3,0,3,0.67,0,0,0.0
J.D. McKissic,11047,WR,1,SEA,1,2,3,2.0,0,0,0.0
Joshua Perkins,11051,TE,8,ATL,0,3,3,,0,0,0.0
Alex Ellis,11326,TE,6,JAX,0,3,3,,0,0,0.0
Cole Wick,11139,TE,6,DET,0,2,2,,0,0,0.0
Matt Lengel,9884,TE,6,NE,0,2,2,,0,0,0.0
George Farmer,9842,HB,2,SEA,1,1,2,1.0,0,0,0.0
Antonio Andrews,9014,HB,3,TEN,2,0,2,4.0,0,0,0.0
Niles Paul,6307,TE,8,WAS,0,2,2,,0,1,50.0
Ifeanyi Momah,8557,TE,5,ARZ,0,2,2,,0,0,0.0
Randall Telfer,9631,TE,14,CLV,0,2,2,,0,0,0.0
James O'Shaughnessy,9606,TE,13,KC,0,2,2,,0,0,0.0
Brandon Burks,11306,HB,1,NYJ,2,0,2,0.0,0,0,0.0
MyCole Pruitt,9576,TE,4,CHI,0,2,2,,0,0,0.0
Jalston Fowler,9541,FB,16,TEN,1,1,2,2.0,0,0,0.0
Jon Ryan,3493,P,3,SEA,2,0,2,0.0,0,0,0.0
Bryce Petty,9536,QB,6,NYJ,2,0,2,2.0,1,0,100.0
Daryl Richardson,7233,HB,3,JAX,2,0,2,3.0,0,0,0.0
Sam Koch,3148,P,3,BLT,2,0,2,0.0,0,0,0.0
Je'Ron Hamm,8981,TE,3,SF,0,2,2,,0,0,0.0
Griff Whalen,7351,WR,8,NE,0,2,2,,0,0,0.0
Joe Banyard,7361,HB,1,JAX,2,0,2,1.5,0,0,0.0
Kellen Clemens,2994,QB,1,SD,2,0,2,0.0,0,0,0.0
Jay Cutler,2956,QB,5,CHI,2,0,2,1.5,0,0,0.0
Matt Cassel,2447,QB,4,TEN,2,0,2,2.0,0,0,0.0
Derek Carrier,7406,TE,8,WAS,0,2,2,,0,0,0.0
Matt Schaub,1811,QB,3,ATL,2,0,2,0.0,0,0,0.0
Bralon Addison,11013,WR,2,CHI,1,1,2,8.0,0,0,0.0
Marquette King,7410,P,2,OAK,2,0,2,2.0,0,0,0.0
Sean McGrath,7515,TE,16,SD,0,2,2,,0,0,0.0
Brenton Bersin,7516,WR,10,CAR,0,2,2,,0,0,0.0
Will Tukuafu,7764,FB,7,SEA,2,0,2,0.5,0,0,0.0
Brandon Williams,7876,TE,15,SEA,0,2,2,,0,0,0.0
Tavarres King,7943,WR,7,NYG,0,2,2,,0,0,0.0
Ryan Hewitt,9107,FB,16,CIN,0,2,2,,0,1,50.0
Jeremy Butler,9080,WR,4,SD,0,2,2,,0,0,0.0
Roosevelt Nix,10269,FB,10,PIT,0,2,2,,0,0,0.0
Bronson Hill,10292,HB,2,JAX,2,0,2,4.5,1,0,225.0
Josh Doctson,10656,WR,2,WAS,0,2,2,,0,0,0.0
Marc Mariani,5745,WR,4,TEN,1,0,1,3.0,0,0,0.0
Drew Kaser,10813,P,1,SD,1,0,1,0.0,0,0,0.0
Damiere Byrd,9964,WR,1,CAR,0,1,1,,0,0,0.0
Jakeem Grant,10820,WR,8,MIA,1,0,1,2.0,0,0,0.0
David Morgan,10822,TE,8,MIN,0,1,1,,0,0,0.0
Drew Butler,7302,P,1,ARZ,1,0,1,0.0,0,0,0.0
Sean Mannion,9522,QB,1,LA,1,0,1,1.0,0,0,0.0
Charlie Whitehurst,3026,QB,1,CLV,1,0,1,4.0,0,0,0.0
Joe Webb III,5722,QB,2,CAR,0,1,1,,0,0,0.0
Tony Washington,9018,WR,2,JAX,0,1,1,,0,1,100.0
Rashad Ross,8061,WR,5,WAS,0,1,1,,0,0,0.0
Lachlan Edwards,10869,P,1,NYJ,1,0,1,0.0,0,0,0.0
Valentino Blake,7362,CB,1,TEN,1,0,1,0.0,0,0,0.0
Troy Niklas,8687,TE,3,ARZ,0,1,1,,0,0,0.0
Colton Schmidt,8104,P,2,BUF,1,0,1,7.0,0,0,0.0
Paul McRoberts,11192,WR,2,LA,0,1,1,,0,0,0.0
D.J. Tialavea,9167,TE,2,ATL,0,1,1,,0,0,0.0
Joe Kerridge,11408,FB,6,GB,1,0,1,0.0,0,0,0.0
Donnie Jones,1939,P,1,PHI,1,0,1,0.0,0,0,0.0
Chris Manhertz,10211,TE,5,CAR,0,1,1,,0,0,0.0
Connor Hamlett,9828,TE,3,CLV,0,1,1,,0,0,0.0
Pat McAfee,5146,P,2,IND,1,0,1,1.0,0,0,0.0
Chris Prosinski,6273,S,1,CHI,1,0,1,1.0,0,0,0.0
Rod Smith,9996,HB,2,DAL,0,1,1,,0,0,0.0
Matt Darr,9812,P,1,MIA,1,0,1,0.0,0,0,0.0
Raheem Mostert,9783,HB,1,SF,1,0,1,3.0,0,0,0.0
Laquon Treadwell,10657,WR,7,MIN,0,1,1,,0,0,0.0
Henry Krieger-Coble,11020,TE,2,DEN,0,1,1,,0,0,0.0
Gerald Christian,9689,TE,2,BUF,0,1,1,,0,1,100.0
Marcus Murphy,9663,HB,1,NO,0,1,1,,0,0,0.0
Dwayne Harris,6328,WR,14,NYG,0,1,1,,0,0,0.0
Quinton Dunbar,10073,CB,1,WAS,0,1,1,,0,0,0.0
Taylor Lewan,8646,T,16,TEN,0,1,1,,0,0,0.0
David Fales,8818,QB,1,CHI,1,0,1,0.0,0,0,0.0
Chris Jones,6798,P,1,DAL,1,0,1,0.0,0,0,0.0
Devin Street,8781,WR,5,IND,0,1,1,,0,0,0.0
Chase Reynolds,6892,HB,3,LA,0,1,1,,0,0,0.0
Dontari Poe,7017,DI,3,KC,1,0,1,1.0,0,0,0.0
Cardale Jones,10773,QB,1,BUF,1,0,1,1.0,0,0,0.0
Jake Fisher,9486,T,15,CIN,0,1,1,,0,0,0.0
Matthew Mulligan,4701,TE,8,DET,0,1,1,,0,0,0.0
Matthew Slater,4467,WR,11,NE,1,0,1,1.0,0,0,0.0
Chad Henne,4371,QB,1,JAX,1,0,1,0.0,0,0,0.0
Matt Moore,4018,QB,4,MIA,1,0,1,0.0,0,0,0.0
Jordan Payton,10788,WR,4,CLV,0,1,1,,0,0,0.0
DeAndre Smelter,9565,WR,2,SF,0,1,1,,0,0,0.0
Brandon McManus,8437,K,1,DEN,1,0,1,5.0,0,0,0.0
Jared Abbrederis,8811,WR,3,GB,0,1,1,,0,0,0.0
Jordan Berry,10236,P,1,PIT,1,0,1,1.0,0,0,0.0
Donald Penn,3459,T,16,OAK,0,1,1,,0,0,0.0
Devin Smith,9470,WR,3,NYJ,0,1,1,,0,0,0.0
